year,ecoregion,subregion,species,subregion_species,fbar,fmsy,fbar_fmsy,ssb,bpa,ssb_bpa
2010,Celtic Seas,Western Channel,plaice,Western Channel_plaice,0.39675,0.24,1.65313,NA,2443,NA
2011,Celtic Seas,Western Channel,plaice,Western Channel_plaice,0.3065,0.24,1.27708,NA,2443,NA
2012,Celtic Seas,Western Channel,plaice,Western Channel_plaice,0.34375,0.24,1.43229,NA,2443,NA
2013,Celtic Seas,Western Channel,plaice,Western Channel_plaice,0.246,0.24,1.02500,NA,2443,NA
2014,Celtic Seas,Western Channel,plaice,Western Channel_plaice,0.2285,0.24,0.95208,NA,2443,NA
2015,Celtic Seas,Western Channel,plaice,Western Channel_plaice,0.161,0.24,0.67083,NA,2443,NA
2016,Celtic Seas,Western Channel,plaice,Western Channel_plaice,0.237,0.24,0.98750,NA,2443,NA
1969,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.133857143,0.29,0.46158,2437.0,2900,0.84000
1970,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.145714286,0.29,0.50246,2652.0,2900,0.91400
1971,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.180428571,0.29,0.62217,2390.0,2900,0.82400
1972,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.138285714,0.29,0.47685,2395.0,2900,0.82600
1973,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.159571429,0.29,0.55025,2778.0,2900,0.95800
1974,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.152857143,0.29,0.52709,2896.0,2900,0.99900
1975,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.130571429,0.29,0.45025,3670.0,2900,1.26600
1976,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.180571429,0.29,0.62266,3403.0,2900,1.17300
1977,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.130428571,0.29,0.44975,4098.0,2900,1.41300
1978,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.177857143,0.29,0.61330,4074.0,2900,1.40500
1979,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.242285714,0.29,0.83547,4865.0,2900,1.67800
1980,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.232428571,0.29,0.80148,5338.0,2900,1.84100
1981,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.270142857,0.29,0.93153,4572.0,2900,1.57700
1982,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.320714286,0.29,1.10591,4575.0,2900,1.57800
1983,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.363285714,0.29,1.25271,4374.0,2900,1.50800
1984,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.300142857,0.29,1.03498,4430.0,2900,1.52800
1985,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.328714286,0.29,1.13350,4009.0,2900,1.38200
1986,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.310428571,0.29,1.07044,4014.0,2900,1.38400
1987,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.288428571,0.29,0.99458,4112.0,2900,1.41800
1988,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.333142857,0.29,1.14877,4044.0,2900,1.39400
1989,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.409285714,0.29,1.41133,3443.0,2900,1.18700
1990,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.403428571,0.29,1.39113,3288.0,2900,1.13400
1991,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.272571429,0.29,0.93990,2993.0,2900,1.03200
1992,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.244,0.29,0.84138,2940.0,2900,1.01400
1993,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.312,0.29,1.07586,2814.0,2900,0.97000
1994,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.230285714,0.29,0.79409,3058.0,2900,1.05400
1995,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.295571429,0.29,1.01921,3073.0,2900,1.06000
1996,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.264428571,0.29,0.91182,3059.0,2900,1.05500
1997,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.318,0.29,1.09655,2928.0,2900,1.01000
1998,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.295,0.29,1.01724,2927.0,2900,1.00900
1999,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.321714286,0.29,1.10936,2859.0,2900,0.98600
2000,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.305571429,0.29,1.05369,2912.0,2900,1.00400
2001,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.343428571,0.29,1.18424,2957.0,2900,1.02000
2002,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.334285714,0.29,1.15271,3097.0,2900,1.06800
2003,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.246571429,0.29,0.85025,3388.0,2900,1.16800
2004,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.291571429,0.29,1.00542,3200.0,2900,1.10300
2005,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.321,0.29,1.10690,3279.0,2900,1.13100
2006,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.333571429,0.29,1.15025,2888.0,2900,0.99600
2007,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.342857143,0.29,1.18227,2951.0,2900,1.01800
2008,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.311714286,0.29,1.07488,2825.0,2900,0.97400
2009,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.207571429,0.29,0.71576,3224.0,2900,1.11200
2010,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.199428571,0.29,0.68768,3622.0,2900,1.24900
2011,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.196142857,0.29,0.67635,3730.0,2900,1.28600
2012,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.218571429,0.29,0.75369,3960.0,2900,1.36600
2013,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.224714286,0.29,0.77488,3854.0,2900,1.32900
2014,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.206714286,0.29,0.71281,4114.0,2900,1.41900
2015,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.192428571,0.29,0.66355,4097.0,2900,1.41300
2016,Celtic Seas,Celtic Sea 7.e.,sole,Celtic Sea 7.e._sole,0.214857143,0.29,0.74089,4522.0,2900,1.55900
1970,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.39005,0.2,1.95025,6436.0,3100,2.07600
1971,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.440375,0.2,2.20188,6222.0,3100,2.00700
1972,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.450775,0.2,2.25388,5011.0,3100,1.61600
1973,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.429975,0.2,2.14988,5123.0,3100,1.65300
1974,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.44425,0.2,2.22125,5068.0,3100,1.63500
1975,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.3953,0.2,1.97650,5359.0,3100,1.72900
1976,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.427025,0.2,2.13513,4889.0,3100,1.57700
1977,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.36955,0.2,1.84775,4490.0,3100,1.44800
1978,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.3575,0.2,1.78750,5092.0,3100,1.64300
1979,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.4746,0.2,2.37300,5685.0,3100,1.83400
1980,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.6372,0.2,3.18600,5514.0,3100,1.77900
1981,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.481225,0.2,2.40613,5166.0,3100,1.66600
1982,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.440975,0.2,2.20488,4332.0,3100,1.39700
1983,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.436125,0.2,2.18063,4097.0,3100,1.32200
1984,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.351825,0.2,1.75913,4606.0,3100,1.48600
1985,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.336075,0.2,1.68038,5645.0,3100,1.82100
1986,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.43685,0.2,2.18425,6961.0,3100,2.24500
1987,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.860125,0.2,4.30063,7173.0,3100,2.31400
1988,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.687225,0.2,3.43613,5528.0,3100,1.78300
1989,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.57395,0.2,2.86975,4644.0,3100,1.49800
1990,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.6508,0.2,3.25400,3640.0,3100,1.17400
1991,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.50015,0.2,2.50075,3200.0,3100,1.03200
1992,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.525,0.2,2.62500,3462.0,3100,1.11700
1993,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.55005,0.2,2.75025,3243.0,3100,1.04600
1994,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.488275,0.2,2.44138,4067.0,3100,1.31200
1995,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.502125,0.2,2.51063,3537.0,3100,1.14100
1996,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.518225,0.2,2.59113,2725.0,3100,0.87900
1997,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.58915,0.2,2.94575,2511.0,3100,0.81000
1998,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.491325,0.2,2.45663,3042.0,3100,0.98100
1999,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.466325,0.2,2.33163,3338.0,3100,1.07700
2000,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.452775,0.2,2.26388,3140.0,3100,1.01300
2001,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.34435,0.2,1.72175,3584.0,3100,1.15600
2002,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.377675,0.2,1.88838,3600.0,3100,1.16100
2003,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.35575,0.2,1.77875,3239.0,3100,1.04500
2004,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.3095,0.2,1.54750,2314.0,3100,0.74600
2005,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.548375,0.2,2.74188,2087.0,3100,0.67300
2006,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.46265,0.2,2.31325,1650.0,3100,0.53200
2007,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.33335,0.2,1.66675,1405.0,3100,0.45300
2008,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.3098,0.2,1.54900,1343.0,3100,0.43300
2009,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.380375,0.2,1.90188,1087.0,3100,0.35100
2010,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.285625,0.2,1.42813,1212.0,3100,0.39100
2011,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.34515,0.2,1.72575,1109.0,3100,0.35800
2012,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.295325,0.2,1.47663,1181.0,3100,0.38100
2013,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.1643,0.2,0.82150,1125.0,3100,0.36300
2014,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.11375,0.2,0.56875,916.0,3100,0.29500
2015,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.07035,0.2,0.35175,1374.0,3100,0.44300
2016,Celtic Seas,Irish Sea,sole,Irish Sea_sole,0.034175,0.2,0.17088,1333.0,3100,0.43000
1971,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.38036,0.2,1.90180,7540.0,2380,3.16800
1972,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.28068,0.2,1.40340,5939.0,2380,2.49500
1973,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.24294,0.2,1.21470,4994.0,2380,2.09800
1974,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.24524,0.2,1.22620,5266.0,2380,2.21300
1975,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.20832,0.2,1.04160,4684.0,2380,1.96800
1976,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.37988,0.2,1.89940,4050.0,2380,1.70200
1977,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.26128,0.2,1.30640,4417.0,2380,1.85600
1978,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.19668,0.2,0.98340,3511.0,2380,1.47500
1979,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.27978,0.2,1.39890,3629.0,2380,1.52500
1980,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.30278,0.2,1.51390,3783.0,2380,1.58900
1981,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.36042,0.2,1.80210,3242.0,2380,1.36200
1982,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.3458,0.2,1.72900,3350.0,2380,1.40800
1983,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.4562,0.2,2.28100,3492.0,2380,1.46700
1984,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.4115,0.2,2.05750,3750.0,2380,1.57600
1985,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.4381,0.2,2.19050,3188.0,2380,1.33900
1986,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.54306,0.2,2.71530,3240.0,2380,1.36100
1987,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.57324,0.2,2.86620,2429.0,2380,1.02100
1988,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.5641,0.2,2.82050,2599.0,2380,1.09200
1989,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.53578,0.2,2.67890,2032.0,2380,0.85400
1990,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.6645,0.2,3.32250,2313.0,2380,0.97200
1991,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.48686,0.2,2.43430,2031.0,2380,0.85300
1992,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.40216,0.2,2.01080,2352.0,2380,0.98800
1993,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.4579,0.2,2.28950,2426.0,2380,1.01900
1994,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.51824,0.2,2.59120,2208.0,2380,0.92800
1995,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.64056,0.2,3.20280,2125.0,2380,0.89300
1996,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.55208,0.2,2.76040,2071.0,2380,0.87000
1997,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.63274,0.2,3.16370,1852.0,2380,0.77800
1998,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.61826,0.2,3.09130,1664.0,2380,0.69900
1999,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.5252,0.2,2.62600,1859.0,2380,0.78100
2000,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.33538,0.2,1.67690,1966.0,2380,0.82600
2001,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.41596,0.2,2.07980,3124.0,2380,1.31300
2002,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.44758,0.2,2.23790,4043.0,2380,1.69900
2003,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.64696,0.2,3.23480,3720.0,2380,1.56300
2004,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.45622,0.2,2.28110,3277.0,2380,1.37700
2005,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.3799,0.2,1.89950,3137.0,2380,1.31800
2006,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.28228,0.2,1.41140,2687.0,2380,1.12900
2007,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.33584,0.2,1.67920,2806.0,2380,1.17900
2008,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.31702,0.2,1.58510,2529.0,2380,1.06300
2009,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.27384,0.2,1.36920,2857.0,2380,1.20000
2010,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.30752,0.2,1.53760,3098.0,2380,1.30200
2011,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.32838,0.2,1.64190,3290.0,2380,1.38200
2012,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.41688,0.2,2.08440,3176.0,2380,1.33400
2013,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.40648,0.2,2.03240,2735.0,2380,1.14900
2014,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.43502,0.2,2.17510,2689.0,2380,1.13000
2015,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.33014,0.2,1.65070,2561.0,2380,1.07600
2016,Celtic Seas,Celtic Sea 7.f.g.,sole,Celtic Sea 7.f.g._sole,0.3705,0.2,1.85250,2525.0,2380,1.06100
1981,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.223233333,0.23,0.97058,134374.0,44600,3.01300
1982,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.251,0.23,1.09130,91982.0,44600,2.06200
1983,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.4178,0.23,1.81652,63151.0,44600,1.41600
1984,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.538766667,0.23,2.34246,46166.0,44600,1.03500
1985,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.620966667,0.23,2.69986,42190.0,44600,0.94600
1986,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.480366667,0.23,2.08855,38125.0,44600,0.85500
1987,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.576833333,0.23,2.50797,40521.0,44600,0.90900
1988,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.677766667,0.23,2.94681,41384.0,44600,0.92800
1989,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.601433333,0.23,2.61493,22598.0,44600,0.50700
1990,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.4323,0.23,1.87957,33375.0,44600,0.74800
1991,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.440766667,0.23,1.91638,27425.0,44600,0.61500
1992,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.4252,0.23,1.84870,30535.0,44600,0.68500
1993,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.448933333,0.23,1.95188,43537.0,44600,0.97600
1994,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.3982,0.23,1.73130,38416.0,44600,0.86100
1995,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.447,0.23,1.94348,38772.0,44600,0.86900
1996,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.554166667,0.23,2.40942,42621.0,44600,0.95600
1997,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.6107,0.23,2.65522,34352.0,44600,0.77000
1998,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.685033333,0.23,2.97841,24978.0,44600,0.56000
1999,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.838466667,0.23,3.64551,23285.0,44600,0.52200
2000,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.818633333,0.23,3.55928,17871.0,44600,0.40100
2001,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.756433333,0.23,3.28884,20099.0,44600,0.45100
2002,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.5486,0.23,2.38522,13924.0,44600,0.31200
2003,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.575866667,0.23,2.50377,8358.0,44600,0.18700
2004,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.6083,0.23,2.64478,5952.0,44600,0.13300
2005,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.492666667,0.23,2.14203,3778.0,44600,0.08500
2006,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.4147,0.23,1.80304,3427.0,44600,0.07700
2007,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.330733333,0.23,1.43797,3378.0,44600,0.07600
2008,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.365766667,0.23,1.59029,2915.0,44600,0.06500
2009,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.314333333,0.23,1.36667,3264.0,44600,0.07300
2010,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.233566667,0.23,1.01551,2671.0,44600,0.06000
2011,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.144033333,0.23,0.62623,5678.0,44600,0.12700
2012,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.128166667,0.23,0.55725,5525.0,44600,0.12400
2013,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.095366667,0.23,0.41464,6558.0,44600,0.14700
2014,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.072033333,0.23,0.31319,6434.0,44600,0.14400
2015,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.0669,0.23,0.29087,7713.0,44600,0.17300
2016,Celtic Seas,Celtic Sea 27.6.a.,whiting,Celtic Sea 27.6.a._whiting,0.052066667,0.23,0.22638,15907.0,44600,0.35700
1980,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.372333333,0.22,1.69242,32629.4,16300,2.00200
1981,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.445666667,0.22,2.02576,43090.4,16300,2.64400
1982,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.492666667,0.22,2.23939,34578.5,16300,2.12100
1983,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.500666667,0.22,2.27576,21952.6,16300,1.34700
1984,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.614,0.22,2.79091,14972.8,16300,0.91900
1985,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.745333333,0.22,3.38788,22714.5,16300,1.39400
1986,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.58,0.22,2.63636,18153.8,16300,1.11400
1987,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.615666667,0.22,2.79848,16162.9,16300,0.99200
1988,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.522,0.22,2.37273,20448.6,16300,1.25500
1989,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.731666667,0.22,3.32576,16984.1,16300,1.04200
1990,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.620666667,0.22,2.82121,12680.9,16300,0.77800
1991,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.622,0.22,2.82727,13791.4,16300,0.84600
1992,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,1.006,0.22,4.57273,11895.3,16300,0.73000
1993,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.797666667,0.22,3.62576,9982.1,16300,0.61200
1994,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.825333333,0.22,3.75152,5758.4,16300,0.35300
1995,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.806333333,0.22,3.66515,4138.9,16300,0.25400
1996,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.880666667,0.22,4.00303,2890.7,16300,0.17700
1997,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.767,0.22,3.48636,3121.0,16300,0.19100
1998,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,1.07,0.22,4.86364,2584.5,16300,0.15900
