year,ecoregion,subregion,species,subregion_species,fbar,fmsy,fbar_fmsy,ssb,bpa,ssb_bpa
1946,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.213,0.4,0.53250,990981.0,460000,2.15400
1947,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.315,0.4,0.78750,1021872.0,460000,2.22100
1948,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.314,0.4,0.78500,836996.0,460000,1.82000
1949,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.364,0.4,0.91000,624616.0,460000,1.35800
1950,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.375,0.4,0.93750,561981.0,460000,1.22200
1951,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.426,0.4,1.06500,510901.0,460000,1.11100
1952,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.52,0.4,1.30000,499119.0,460000,1.08500
1953,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.395,0.4,0.98750,395821.0,460000,0.86000
1954,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.416,0.4,1.04000,409596.0,460000,0.89000
1955,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.502,0.4,1.25500,331508.0,460000,0.72100
1956,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.613,0.4,1.53250,284260.0,460000,0.61800
1957,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.525,0.4,1.31250,206864.0,460000,0.45000
1958,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.527,0.4,1.31750,204204.0,460000,0.44400
1959,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.532,0.4,1.33000,442805.0,460000,0.96300
1960,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.512,0.4,1.28000,402759.0,460000,0.87600
1961,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.647,0.4,1.61750,406019.0,460000,0.88300
1962,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.758,0.4,1.89500,320176.0,460000,0.69600
1963,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.874,0.4,2.18500,214506.0,460000,0.46600
1964,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.675,0.4,1.68750,192073.0,460000,0.41800
1965,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.555,0.4,1.38750,106493.0,460000,0.23200
1966,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.506,0.4,1.26500,121933.0,460000,0.26500
1967,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.537,0.4,1.34250,133557.0,460000,0.29000
1968,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.578,0.4,1.44500,228964.0,460000,0.49800
1969,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.76,0.4,1.90000,151405.0,460000,0.32900
1970,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.697,0.4,1.74250,230733.0,460000,0.50200
1971,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.585,0.4,1.46250,319399.0,460000,0.69400
1972,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.691,0.4,1.72750,365204.0,460000,0.79400
1973,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.607,0.4,1.51750,324226.0,460000,0.70500
1974,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.635,0.4,1.58750,159573.0,460000,0.34700
1975,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.635,0.4,1.58750,130599.0,460000,0.28400
1976,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.659,0.4,1.64750,167889.0,460000,0.36500
1977,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.806,0.4,2.01500,352361.0,460000,0.76600
1978,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.972,0.4,2.43000,234779.0,460000,0.51000
1979,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.781,0.4,1.95250,165107.0,460000,0.35900
1980,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.776,0.4,1.94000,102610.0,460000,0.22300
1981,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.764,0.4,1.91000,151761.0,460000,0.33000
1982,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.815,0.4,2.03750,311677.0,460000,0.67800
1983,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.777,0.4,1.94250,282330.0,460000,0.61400
1984,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.888,0.4,2.22000,228215.0,460000,0.49600
1985,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.789,0.4,1.97250,187689.0,460000,0.40800
1986,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.903,0.4,2.25750,162281.0,460000,0.35300
1987,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,1.017,0.4,2.54250,110474.0,460000,0.24000
1988,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.952,0.4,2.38000,179824.0,460000,0.39100
1989,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.649,0.4,1.62250,236593.0,460000,0.51400
1990,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.368,0.4,0.92000,333958.0,460000,0.72600
1991,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.316,0.4,0.79000,711318.0,460000,1.54600
1992,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.448,0.4,1.12000,912173.0,460000,1.98300
1993,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.577,0.4,1.44250,777338.0,460000,1.69000
1994,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.796,0.4,1.99000,591837.0,460000,1.28700
1995,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.779,0.4,1.94750,523800.0,460000,1.13900
1996,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.764,0.4,1.91000,548513.0,460000,1.19200
1997,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.944,0.4,2.36000,546605.0,460000,1.18800
1998,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.96,0.4,2.40000,381012.0,460000,0.82800
1999,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.959,0.4,2.39750,285386.0,460000,0.62000
2000,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.822,0.4,2.05500,239875.0,460000,0.52100
2001,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.706,0.4,1.76500,364038.0,460000,0.79100
2002,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.653,0.4,1.63250,507252.0,460000,1.10300
2003,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.572,0.4,1.43000,597729.0,460000,1.29900
2004,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.714,0.4,1.78500,714855.0,460000,1.55400
2005,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.713,0.4,1.78250,621686.0,460000,1.35100
2006,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.65,0.4,1.62500,609655.0,460000,1.32500
2007,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.443,0.4,1.10750,664380.0,460000,1.44400
2008,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.313,0.4,0.78250,704486.0,460000,1.53100
2009,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.267,0.4,0.66750,1111746.0,460000,2.41700
2010,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.272,0.4,0.68000,1413785.0,460000,3.07300
2011,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.262,0.4,0.65500,2040520.0,460000,4.43600
2012,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.237,0.4,0.59250,2371480.0,460000,5.15500
2013,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.266,0.4,0.66500,2692927.0,460000,5.85400
2014,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.296,0.4,0.74000,2563812.0,460000,5.57400
2015,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.32,0.4,0.80000,2133663.0,460000,4.63800
2016,Northeast Arctic,Northeast Arctic,cod,Northeast Arctic_cod,0.334,0.4,0.83500,1769635.0,460000,3.84700
1950,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.74,0.35,2.11429,209943.0,80000,2.62400
1951,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.69,0.35,1.97143,126789.0,80000,1.58500
1952,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.7,0.35,2.00000,101855.0,80000,1.27300
1953,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.54,0.35,1.54286,120005.0,80000,1.50000
1954,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.48,0.35,1.37143,169415.0,80000,2.11800
1955,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.41,0.35,1.17143,269329.0,80000,3.36700
1956,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.44,0.35,1.25714,327556.0,80000,4.09400
1957,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.41,0.35,1.17143,256400.0,80000,3.20500
1958,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.49,0.35,1.40000,186736.0,80000,2.33400
1959,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.45,0.35,1.28571,130789.0,80000,1.63500
1960,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.56,0.35,1.60000,117263.0,80000,1.46600
1961,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.66,0.35,1.88571,125148.0,80000,1.56400
1962,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.75,0.35,2.14286,122920.0,80000,1.53700
1963,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.73,0.35,2.08571,96457.0,80000,1.20600
1964,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.66,0.35,1.88571,86438.0,80000,1.08000
1965,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.56,0.35,1.60000,100398.0,80000,1.25500
1966,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.54,0.35,1.54286,133685.0,80000,1.67100
1967,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.46,0.35,1.31429,145200.0,80000,1.81500
1968,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.48,0.35,1.37143,159840.0,80000,1.99800
1969,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.41,0.35,1.17143,160836.0,80000,2.01000
1970,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.39,0.35,1.11429,149677.0,80000,1.87100
1971,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.34,0.35,0.97143,122792.0,80000,1.53500
1972,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.62,0.35,1.77143,122401.0,80000,1.53000
1973,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.51,0.35,1.45714,125698.0,80000,1.57100
1974,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.56,0.35,1.60000,166497.0,80000,2.08100
1975,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.51,0.35,1.45714,190369.0,80000,2.38000
1976,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.72,0.35,2.05714,183273.0,80000,2.29100
1977,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.74,0.35,2.11429,117033.0,80000,1.46300
1978,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.62,0.35,1.77143,78743.0,80000,0.98400
1979,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.57,0.35,1.62857,61859.0,80000,0.77300
1980,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.46,0.35,1.31429,62008.0,80000,0.77500
1981,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.41,0.35,1.17143,71050.0,80000,0.88800
1982,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.36,0.35,1.02857,67915.0,80000,0.84900
1983,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.36,0.35,1.02857,59370.0,80000,0.74200
1984,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.3,0.35,0.85714,53097.0,80000,0.66400
1985,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.4,0.35,1.14286,49702.0,80000,0.62100
1986,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.55,0.35,1.57143,53934.0,80000,0.67400
1987,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.66,0.35,1.88571,71203.0,80000,0.89000
1988,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.53,0.35,1.51429,76765.0,80000,0.96000
1989,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.3,0.35,0.85714,82916.0,80000,1.03600
1990,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.23,0.35,0.65714,88561.0,80000,1.10700
1991,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.25,0.35,0.71429,100710.0,80000,1.25900
1992,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.29,0.35,0.82857,114864.0,80000,1.43600
1993,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.3,0.35,0.85714,132379.0,80000,1.65500
1994,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.35,0.35,1.00000,168189.0,80000,2.10200
1995,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.33,0.35,0.94286,215789.0,80000,2.69700
1996,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.4,0.35,1.14286,264686.0,80000,3.30900
1997,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.49,0.35,1.40000,213340.0,80000,2.66700
1998,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.48,0.35,1.37143,152132.0,80000,1.90200
1999,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.47,0.35,1.34286,111677.0,80000,1.39600
2000,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.37,0.35,1.05714,101294.0,80000,1.26600
2001,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.36,0.35,1.02857,107078.0,80000,1.33800
2002,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.33,0.35,0.94286,134151.0,80000,1.67700
2003,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.4,0.35,1.14286,179813.0,80000,2.24800
2004,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.41,0.35,1.17143,185071.0,80000,2.31300
2005,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.43,0.35,1.22857,185096.0,80000,2.31400
2006,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.38,0.35,1.08571,177148.0,80000,2.21400
2007,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.35,0.35,1.00000,204372.0,80000,2.55500
2008,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.29,0.35,0.82857,219350.0,80000,2.74200
2009,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.25,0.35,0.71429,258731.0,80000,3.23400
2010,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.23,0.35,0.65714,368654.0,80000,4.60800
2011,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.22,0.35,0.62857,487852.0,80000,6.09800
2012,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.2,0.35,0.57143,588932.0,80000,7.36200
2013,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.15,0.35,0.42857,651494.0,80000,8.14400
2014,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.15,0.35,0.42857,675563.0,80000,8.44500
2015,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.17,0.35,0.48571,656269.0,80000,8.20300
2016,Northeast Arctic,Northeast Arctic,haddock,Northeast Arctic_haddock,0.2,0.35,0.57143,675068.0,80000,8.43800
1960,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.2755,0.35,0.78714,NA,220000,NA
1961,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.233,0.35,0.66571,NA,220000,NA
1962,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.23275,0.35,0.66500,NA,220000,NA
1963,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.2465,0.35,0.70429,NA,220000,NA
1964,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.2835,0.35,0.81000,NA,220000,NA
1965,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.2895,0.35,0.82714,NA,220000,NA
1966,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.29825,0.35,0.85214,NA,220000,NA
1967,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.27825,0.35,0.79500,NA,220000,NA
1968,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.2015,0.35,0.57571,NA,220000,NA
1969,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.1945,0.35,0.55571,NA,220000,NA
1970,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.3085,0.35,0.88143,567502.0,220000,2.58000
1971,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.32575,0.35,0.93071,555709.0,220000,2.52600
1972,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.32075,0.35,0.91643,537670.0,220000,2.44400
1973,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.3575,0.35,1.02143,537132.0,220000,2.44200
1974,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.47975,0.35,1.37071,492870.0,220000,2.24000
1975,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.5385,0.35,1.53857,399113.0,220000,1.81400
1976,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.5715,0.35,1.63286,282377.0,220000,1.28400
1977,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.49975,0.35,1.42786,210239.0,220000,0.95600
1978,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.5515,0.35,1.57571,189662.0,220000,0.86200
1979,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.58575,0.35,1.67357,170928.0,220000,0.77700
1980,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.564,0.35,1.61143,151146.0,220000,0.68700
1981,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.559,0.35,1.59714,154817.0,220000,0.70400
1982,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.55575,0.35,1.58786,135537.0,220000,0.61600
1983,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.602,0.35,1.72000,161781.0,220000,0.73500
1984,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.70975,0.35,2.02786,145947.0,220000,0.66300
1985,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.6345,0.35,1.81286,111525.0,220000,0.50700
1986,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.54775,0.35,1.56500,84036.0,220000,0.38200
1987,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.6215,0.35,1.77571,71826.0,220000,0.32600
1988,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.6075,0.35,1.73571,86163.0,220000,0.39200
1989,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.486,0.35,1.38857,100007.0,220000,0.45500
1990,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.54625,0.35,1.56071,118066.0,220000,0.53700
1991,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.50775,0.35,1.45071,114577.0,220000,0.52100
1992,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.60375,0.35,1.72500,95130.0,220000,0.43200
1993,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.53325,0.35,1.52357,97343.0,220000,0.44200
1994,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.479,0.35,1.36857,148153.0,220000,0.67300
1995,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.374,0.35,1.06857,196222.0,220000,0.89200
1996,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.36125,0.35,1.03214,244019.0,220000,1.10900
1997,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.25625,0.35,0.73214,243531.0,220000,1.10700
1998,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.25525,0.35,0.72929,292436.0,220000,1.32900
1999,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.25725,0.35,0.73500,308045.0,220000,1.40000
2000,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.2295,0.35,0.65571,367692.0,220000,1.67100
2001,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.2025,0.35,0.57857,371759.0,220000,1.69000
2002,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.197,0.35,0.56286,439327.0,220000,1.99700
2003,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.18925,0.35,0.54071,425917.0,220000,1.93600
2004,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.1795,0.35,0.51286,508897.0,220000,2.31300
2005,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.20975,0.35,0.59929,591845.0,220000,2.69000
2006,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.24725,0.35,0.70643,527551.0,220000,2.39800
2007,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.255,0.35,0.72857,544705.0,220000,2.47600
2008,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.3175,0.35,0.90714,473071.0,220000,2.15000
2009,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.339,0.35,0.96857,365492.0,220000,1.66100
2010,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.37425,0.35,1.06929,331705.0,220000,1.50800
2011,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.36925,0.35,1.05500,297747.0,220000,1.35300
2012,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.3415,0.35,0.97571,307737.0,220000,1.39900
2013,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.27375,0.35,0.78214,333367.0,220000,1.51500
2014,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.23875,0.35,0.68214,383080.0,220000,1.74100
2015,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.22675,0.35,0.64786,407583.0,220000,1.85300
2016,Northeast Arctic,Northeast Arctic,saithe,Northeast Arctic_saithe,0.2275,0.35,0.65000,469301.0,220000,2.13300
1963,North Sea,North Sea,cod,North Sea_cod,0.475,0.35,1.35714,152665.0,150000,1.01800
1964,North Sea,North Sea,cod,North Sea_cod,0.514666667,0.35,1.47048,164226.0,150000,1.09500
1965,North Sea,North Sea,cod,North Sea_cod,0.564666667,0.35,1.61333,200186.0,150000,1.33500
1966,North Sea,North Sea,cod,North Sea_cod,0.571333333,0.35,1.63238,222348.0,150000,1.48200
1967,North Sea,North Sea,cod,North Sea_cod,0.607,0.35,1.73429,251954.0,150000,1.68000
1968,North Sea,North Sea,cod,North Sea_cod,0.642333333,0.35,1.83524,263024.0,150000,1.75300
1969,North Sea,North Sea,cod,North Sea_cod,0.612666667,0.35,1.75048,259367.0,150000,1.72900
1970,North Sea,North Sea,cod,North Sea_cod,0.650666667,0.35,1.85905,270493.0,150000,1.80300
1971,North Sea,North Sea,cod,North Sea_cod,0.735333333,0.35,2.10095,274855.0,150000,1.83200
1972,North Sea,North Sea,cod,North Sea_cod,0.794333333,0.35,2.26952,244263.0,150000,1.62800
1973,North Sea,North Sea,cod,North Sea_cod,0.780333333,0.35,2.22952,215130.0,150000,1.43400
1974,North Sea,North Sea,cod,North Sea_cod,0.748333333,0.35,2.13810,230499.0,150000,1.53700
1975,North Sea,North Sea,cod,North Sea_cod,0.804333333,0.35,2.29810,207939.0,150000,1.38600
1976,North Sea,North Sea,cod,North Sea_cod,0.858666667,0.35,2.45333,177194.0,150000,1.18100
1977,North Sea,North Sea,cod,North Sea_cod,0.820666667,0.35,2.34476,150091.0,150000,1.00100
1978,North Sea,North Sea,cod,North Sea_cod,0.903333333,0.35,2.58095,149492.0,150000,0.99700
1979,North Sea,North Sea,cod,North Sea_cod,0.85,0.35,2.42857,147561.0,150000,0.98400
1980,North Sea,North Sea,cod,North Sea_cod,0.923,0.35,2.63714,161135.0,150000,1.07400
1981,North Sea,North Sea,cod,North Sea_cod,0.939333333,0.35,2.68381,168890.0,150000,1.12600
1982,North Sea,North Sea,cod,North Sea_cod,1.045666667,0.35,2.98762,168384.0,150000,1.12300
1983,North Sea,North Sea,cod,North Sea_cod,1.042,0.35,2.97714,137861.0,150000,0.91900
1984,North Sea,North Sea,cod,North Sea_cod,0.980666667,0.35,2.80190,119970.0,150000,0.80000
1985,North Sea,North Sea,cod,North Sea_cod,0.946,0.35,2.70286,118777.0,150000,0.79200
1986,North Sea,North Sea,cod,North Sea_cod,0.970666667,0.35,2.77333,109426.0,150000,0.73000
1987,North Sea,North Sea,cod,North Sea_cod,0.981333333,0.35,2.80381,113210.0,150000,0.75500
1988,North Sea,North Sea,cod,North Sea_cod,1,0.35,2.85714,111413.0,150000,0.74300
1989,North Sea,North Sea,cod,North Sea_cod,1.016666667,0.35,2.90476,103363.0,150000,0.68900
1990,North Sea,North Sea,cod,North Sea_cod,0.948,0.35,2.70857,92503.0,150000,0.61700
1991,North Sea,North Sea,cod,North Sea_cod,0.938,0.35,2.68000,90219.0,150000,0.60100
1992,North Sea,North Sea,cod,North Sea_cod,0.929,0.35,2.65429,86250.0,150000,0.57500
1993,North Sea,North Sea,cod,North Sea_cod,0.943333333,0.35,2.69524,89054.0,150000,0.59400
